DATE_KEY,Year,Quarter,Month,Day,Sum of DAY,Sum of MONTH,MONTH_NAME,Sum of QUARTER,Sum of YEAR,DAY_NAME
0001ffe4d82d0d8f9fec5ab0b4faa2db,2013,Qtr 4,October,7,7,10,Octth,4,2013,Day
0095a52f8a0e02a140bcad01e006d00c,2011,Qtr 3,July,26,26,7,Julth,3,2011,Day
00bfaeb585c87c9f5074d228abb4b8fb,2012,Qtr 3,August,11,11,8,Augth,3,2012,Day
00c0d1d4fb14e331ca9e478a9afc945d,2011,Qtr 4,October,23,23,10,Octth,4,2011,Day
01070cf843f2ca45e3d4ec7c02c52551,2013,Qtr 1,January,14,14,1,Janth,1,2013,Day
0120f4004ede1143c3be6caa4227affe,2013,Qtr 3,September,27,27,9,Septh,3,2013,Day
013f173c58073e845f675d26fdde1918,2013,Qtr 3,July,2,2,7,Julth,3,2013,Day
0149f124a48640c62d90840ac5760331,2013,Qtr 3,August,13,13,8,Augth,3,2013,Day
01e8942a5792053a553c4612bd6c06a6,2014,Qtr 1,January,27,27,1,Janth,1,2014,Day
01e9454335c45aa6cdee165f2c25b3c0,2012,Qtr 3,August,20,20,8,Augth,3,2012,Day
01eb8a9956865747637639482336f5f8,2013,Qtr 1,January,31,31,1,Janth,1,2013,Day
01fa6f8199200216ae5fb86e25570605,2011,Qtr 3,September,14,14,9,Septh,3,2011,Day
0215d13a3368541a5d2965db89d41de3,2011,Qtr 1,February,6,6,2,Febth,1,2011,Day
021a9f9ff27cc992988201b84cae392f,2012,Qtr 1,February,16,16,2,Febth,1,2012,Day
021d7f51f97fea2b23b069288066b34d,2014,Qtr 1,February,3,3,2,Febth,1,2014,Day
024c27431ac9d720119c6c64f5ea46d3,2011,Qtr 3,July,19,19,7,Julth,3,2011,Day
02ad1a5ca18e58629b8c1d6a6401d071,2013,Qtr 2,May,22,22,5,Mayth,2,2013,Day
02b96ab6e0935145589be4e1408a1675,2013,Qtr 3,September,10,10,9,Septh,3,2013,Day
02bc737163cde26453ad278829f046f2,2011,Qtr 4,November,3,3,11,Novth,4,2011,Day
0383d48e76cd8a3dfb9e2a890f2cac18,2013,Qtr 3,July,9,9,7,Julth,3,2013,Day
03bf7d2a8718ee9aca4bd2f37e962fc4,2013,Qtr 3,August,16,16,8,Augth,3,2013,Day
03e9c154083778a02a19e7d2c3dcd97d,2012,Qtr 1,January,5,5,1,Janth,1,2012,Day
043dc8381a880800c6904db9a2d6994e,2012,Qtr 3,August,28,28,8,Augth,3,2012,Day
048405fe051586c63978bfe6b3a8b733,2012,Qtr 4,December,29,29,12,Decth,4,2012,Day
04dbdf67bb8714ba18c9c36d50d1f5dc,2013,Qtr 3,July,24,24,7,Julth,3,2013,Day
050bcbb7849a1aed0fb1af1cdb635b4a,2011,Qtr 2,May,22,22,5,Mayth,2,2011,Day
052bef40cf5de65502f816e08746e64c,2011,Qtr 1,February,8,8,2,Febth,1,2011,Day
058af5b2a408d57b708367e5bf4e9d9c,2013,Qtr 4,October,3,3,10,Octth,4,2013,Day
05c5da89af1a92d8b290990620fd3737,2011,Qtr 1,March,22,22,3,Marth,1,2011,Day
05e7920e8caf0303dc01b77666952b75,2013,Qtr 3,September,24,24,9,Septh,3,2013,Day
05e9b1aef79ffc1802e11be68f5d1062,2011,Qtr 2,June,6,6,6,Junth,2,2011,Day
0605970f0e23f47a1e2af81a5f9bc913,2011,Qtr 1,February,10,10,2,Febth,1,2011,Day
060e60684e6fb7ae3c79db1e8c889417,2012,Qtr 4,November,29,29,11,Novth,4,2012,Day
07074f83c23833dcaa105e1acf3c3b98,2011,Qtr 1,March,7,7,3,Marth,1,2011,Day
070e7bb8852d69e16952038e5532904f,2013,Qtr 1,January,12,12,1,Janth,1,2013,Day
072bf847aeeee970f66483e596496cd9,2013,Qtr 1,February,24,24,2,Febth,1,2013,Day
07713adfd12a8cd9d376671631f3bc02,2013,Qtr 1,January,15,15,1,Janth,1,2013,Day
07b31bae17c7890b17d79a654aa230cf,2013,Qtr 2,May,29,29,5,Mayth,2,2013,Day
07b38747fb1cdad01d7ff97006ca5ccb,2011,Qtr 1,January,29,29,1,Janth,1,2011,Day
07b7d2aed13a63a16377587dcc0abbe8,2013,Qtr 3,September,22,22,9,Septh,3,2013,Day
07d14b363438ad842665e35b72cd095b,2011,Qtr 1,March,18,18,3,Marth,1,2011,Day
07d38a7203ab5925667e754d788a14f6,2011,Qtr 1,February,13,13,2,Febth,1,2011,Day
07f0f4d1950116643ea4a45db1bc7999,2012,Qtr 2,May,25,25,5,Mayth,2,2012,Day
07f48468b4de047ab258a3d18df75f9d,2012,Qtr 3,September,23,23,9,Septh,3,2012,Day
0810498037ca8f9a53af3803ab6317c8,2012,Qtr 1,March,20,20,3,Marth,1,2012,Day
0814775cfc25da756a9b4197347ab771,2013,Qtr 2,May,23,23,5,Mayth,2,2013,Day
086ede30a02aceddb0b53ef006935d73,2012,Qtr 4,November,15,15,11,Novth,4,2012,Day
089c2a426c196c5ca5facb20896c90bb,2013,Qtr 2,April,28,28,4,Aprth,2,2013,Day
08ff55594d8ca57b756a1953f77ebc89,2014,Qtr 1,February,4,4,2,Febth,1,2014,Day
0901723b6b14e1720aa78a72eedad5f3,2012,Qtr 2,April,24,24,4,Aprth,2,2012,Day
0990769bd233255d308a2f2137e95214,2013,Qtr 1,January,21,21,1,Janth,1,2013,Day
09a92962b3b77384fb4671e2a6803a84,2012,Qtr 1,March,23,23,3,Marth,1,2012,Day
0a2ae1635ed951cbbaf7e3dfb1b460b2,2012,Qtr 3,September,18,18,9,Septh,3,2012,Day
0a2fc1bbcd813bb0c58bfba89e3844f8,2011,Qtr 4,December,19,19,12,Decth,4,2011,Day
0a4b6bdfa942be79610a09d2da131410,2011,Qtr 4,October,24,24,10,Octth,4,2011,Day
0a6897e1c1e03291162006eaf64d9e6d,2011,Qtr 1,March,21,21,3,Marth,1,2011,Day
0a6c721efa4fbe33f8e9e76a63f5b591,2013,Qtr 1,January,26,26,1,Janth,1,2013,Day
0abdefac8d1bd8fada12695898a16347,2011,Qtr 3,July,28,28,7,Julth,3,2011,Day
0b2223e9289eb4a053913fe2c44e1359,2011,Qtr 4,November,27,27,11,Novth,4,2011,Day
0b2687a4d54329af7fc2df3d9ee1a02b,2011,Qtr 2,April,29,29,4,Aprth,2,2011,Day
0b5b42bd1c2c831ec2018ff055eecdab,2011,Qtr 2,June,24,24,6,Junth,2,2011,Day
0b80ce5eab877cae9997209e0bee6e60,2013,Qtr 1,February,8,8,2,Febth,1,2013,Day
0be9b4cec5bf5b809cc2e222c24ee42b,2011,Qtr 4,November,17,17,11,Novth,4,2011,Day
0c0fda0e7ef55245aa19e42bf9928281,2012,Qtr 2,June,16,16,6,Junth,2,2012,Day
0c1f008e577b55c7f8b72ceeae17ff1c,2012,Qtr 3,July,16,16,7,Julth,3,2012,Day
0c8ff735cb2b05718573c08173335fd4,2013,Qtr 1,March,28,28,3,Marth,1,2013,Day
0cae3b8f778ef4612ed00352a284e421,2012,Qtr 2,June,18,18,6,Junth,2,2012,Day
0cb388227f4fdb8ab3e94e6477d98f5a,2011,Qtr 1,March,31,31,3,Marth,1,2011,Day
0d1574b7622bdd9b2ec0b9869608d4cb,2011,Qtr 1,February,9,9,2,Febth,1,2011,Day
0d15ba5aa4c9ad0377b26e0cf7a86280,2013,Qtr 3,July,15,15,7,Julth,3,2013,Day
0d3057f268050d468f468434f8ec809a,2013,Qtr 4,December,11,11,12,Decth,4,2013,Day
0da2bc000f1fe4ea8746f9aea0bb5879,2013,Qtr 4,October,25,25,10,Octth,4,2013,Day
0dc34ca2aaa8612cde077f1880b78b25,2013,Qtr 1,February,21,21,2,Febth,1,2013,Day
0df76889b3e31ccfd17b50cc73baef03,2013,Qtr 2,June,9,9,6,Junth,2,2013,Day
0e000451f430d2e5b745a08b4ee7836c,2014,Qtr 1,January,16,16,1,Janth,1,2014,Day
0e0438a8bdbea53929bd664be8421837,2011,Qtr 4,October,10,10,10,Octth,4,2011,Day
0e0f7e43982ae36c0cd7c9ba6bc6c699,2012,Qtr 2,June,26,26,6,Junth,2,2012,Day
0e193a421db30416d1fd10bcf77b3eda,2012,Qtr 2,May,2,2,5,Mayth,2,2012,Day
0e23f371129aecc6b2033620b226f8d7,2013,Qtr 2,May,12,12,5,Mayth,2,2013,Day
0e3f5655bf7de733060720a9c9e92669,2012,Qtr 1,January,4,4,1,Janth,1,2012,Day
0e5d0e3f7f9f1ae575ea209e1c544a79,2011,Qtr 2,May,17,17,5,Mayth,2,2011,Day
0ef697b4ad71a7e322d53c0d31d3db09,2011,Qtr 3,July,18,18,7,Julth,3,2011,Day
0f3e3e16d175d3da9e3d2ab5f42e2a8d,2011,Qtr 1,March,16,16,3,Marth,1,2011,Day
0f6ec3eddc369989df58eb1d35a746b9,2011,Qtr 2,June,21,21,6,Junth,2,2011,Day
0fc0d540e96e3fc1463b71e253aac75b,2012,Qtr 2,June,15,15,6,Junth,2,2012,Day
0fdc213a5f9c4a355f1240ee1160acdb,2012,Qtr 1,March,19,19,3,Marth,1,2012,Day
100acb16459de9c5ebfc99be9a36afbe,2012,Qtr 1,January,29,29,1,Janth,1,2012,Day
100feae0ab76bce714e9670fc87cdb42,2012,Qtr 1,January,23,23,1,Janth,1,2012,Day
1017d85c0aac1e105895a940a3edcc42,2011,Qtr 3,July,12,12,7,Julth,3,2011,Day
1022f3e1145b30057972239301ce3382,2012,Qtr 4,December,8,8,12,Decth,4,2012,Day
10286aa18ba7fc1d175af14353ff81c6,2012,Qtr 4,November,16,16,11,Novth,4,2012,Day
104cef6597ea499d4b3c31db81c466f6,2012,Qtr 4,October,23,23,10,Octth,4,2012,Day
106dfbaf552c07a1b08d065f2c343982,2013,Qtr 1,March,29,29,3,Marth,1,2013,Day
109423a52128e234487abcd717f01458,2013,Qtr 1,January,6,6,1,Janth,1,2013,Day
109b131069827970adb3b6d3aea896c2,2011,Qtr 4,December,26,26,12,Decth,4,2011,Day
113b93979b7148e51e98bd22c3ff290e,2011,Qtr 2,April,28,28,4,Aprth,2,2011,Day
1196d321a78d3dac9aa831bdf2b781e9,2011,Qtr 2,May,28,28,5,Mayth,2,2011,Day
11b3d48fc77bf2f9079ba4e1d713d8c7,2011,Qtr 2,June,28,28,6,Junth,2,2011,Day
12092303778fcfa88ed7d284b74c6a6a,2014,Qtr 1,January,30,30,1,Janth,1,2014,Day
120e988208d0c7478eebe7175e557b29,2012,Qtr 3,August,14,14,8,Augth,3,2012,Day
121689451d0e65a4fc6c180cbe0d452f,2011,Qtr 1,January,8,8,1,Janth,1,2011,Day
126a150f00133dcede50b2ccff26629d,2011,Qtr 3,July,22,22,7,Julth,3,2011,Day
128ee9ff420de424a605a0ee4a6f7916,2013,Qtr 4,December,5,5,12,Decth,4,2013,Day
12b1840e7453d3f4221dc0d69006ef40,2012,Qtr 3,July,7,7,7,Julth,3,2012,Day
12e0e6d801bd9b913826b796045098f0,2011,Qtr 2,April,2,2,4,Aprth,2,2011,Day
12f7b41c44093026f4726315fac19fd6,2011,Qtr 3,August,25,25,8,Augth,3,2011,Day
13554fafffaf23d93f17c1b353041e27,2012,Qtr 2,April,21,21,4,Aprth,2,2012,Day
13af0cd214494c6df4622847478d94fe,2011,Qtr 3,September,15,15,9,Septh,3,2011,Day
13b7c2277967bc61802018c764b5b2a0,2014,Qtr 1,January,21,21,1,Janth,1,2014,Day
13c2439a16b8e0eab906d0cd09c97dbc,2011,Qtr 1,March,2,2,3,Marth,1,2011,Day
13cf8e3f6f70d6ec53d1bddcf2753024,2011,Qtr 2,May,20,20,5,Mayth,2,2011,Day
1401dd6358958d3a2101578467a542f6,2011,Qtr 3,July,7,7,7,Julth,3,2011,Day
14114c0c0c03d2681f7688c3c6e94055,2012,Qtr 3,August,9,9,8,Augth,3,2012,Day
141947ecbe6170100396f0be43a07a37,2012,Qtr 3,September,14,14,9,Septh,3,2012,Day
14353ec5f8684711ecb09fb3893b126c,2011,Qtr 1,January,15,15,1,Janth,1,2011,Day
14cf1002d25f6005ecb94636b7f549b1,2012,Qtr 4,October,31,31,10,Octth,4,2012,Day
14e4b13c27fb9bce9938ce35b6597eca,2013,Qtr 1,March,10,10,3,Marth,1,2013,Day
1556bafff387fc8f2f6fef64c1daa6bc,2013,Qtr 4,November,22,22,11,Novth,4,2013,Day
15699e35c72c4036c71409f3f3d69528,2013,Qtr 1,March,4,4,3,Marth,1,2013,Day
15aceb75d86814cb479f1b1a9487c3d4,2013,Qtr 1,March,1,1,3,Marth,1,2013,Day
1678083e7ff90bd404baad3f60bffa37,2013,Qtr 2,April,18,18,4,Aprth,2,2013,Day
167c301692e8c30daa0602fbcbeb02b6,2011,Qtr 4,November,25,25,11,Novth,4,2011,Day
1685ca8ff12ea83725a1c35e1d89c5cd,2013,Qtr 1,March,16,16,3,Marth,1,2013,Day
16918840d98f27ce45948fe73dd5592f,2013,Qtr 3,August,5,5,8,Augth,3,2013,Day
16e364d19895243407b256ec272d5394,2013,Qtr 4,October,14,14,10,Octth,4,2013,Day
17044eafedd2e32a8a67b6b194bb83d3,2011,Qtr 1,January,5,5,1,Janth,1,2011,Day
174acf6ca4e9804d47a59a499422e621,2013,Qtr 2,June,1,1,6,Junth,2,2013,Day
17520f5649fab40fb66771362888cb90,2013,Qtr 4,November,24,24,11,Novth,4,2013,Day
175a5d217fad85df9f6639d7ced1e5d9,2013,Qtr 4,November,3,3,11,Novth,4,2013,Day
1786ecaa04cd18d45fa6519a0c4a5c4a,2012,Qtr 1,January,25,25,1,Janth,1,2012,Day
179dd140475e65390a6f692d562104f8,2011,Qtr 2,April,25,25,4,Aprth,2,2011,Day
17a27272d9d53953cbf6d182310e95ec,2012,Qtr 3,September,25,25,9,Septh,3,2012,Day
17aa93a3dd7f6454bc0d81beb182a5e6,2011,Qtr 4,October,28,28,10,Octth,4,2011,Day
17b5405b2f84fb3c49c98faa3667396c,2011,Qtr 3,August,16,16,8,Augth,3,2011,Day
18025e6a8791d350428f65c0783ebd99,2013,Qtr 2,April,24,24,4,Aprth,2,2013,Day
1863d57986d1ff09ff1b6e4a7b1cbce6,2011,Qtr 2,June,18,18,6,Junth,2,2011,Day
186b0be01dd08ffcc5cb19cc226fb731,2012,Qtr 4,December,23,23,12,Decth,4,2012,Day
18bea060239713ee5f865109f63f3a8a,2013,Qtr 1,February,28,28,2,Febth,1,2013,Day
18ed686c4efc5757b5c809cfcc456ce1,2012,Qtr 4,November,9,9,11,Novth,4,2012,Day
18f358e551b5b85912bc952ab9894c0d,2013,Qtr 3,September,6,6,9,Septh,3,2013,Day
18f7c9bb65478213b7dcd26262dde1a0,2011,Qtr 3,September,9,9,9,Septh,3,2011,Day
19fce68d7871e14df67c5940bc0ca8ab,2012,Qtr 4,October,2,2,10,Octth,4,2012,Day
1a957c2fc6360821c819775ff9ef6f7e,2012,Qtr 3,September,17,17,9,Septh,3,2012,Day
1aaafc415cabd13fe410504154a58757,2011,Qtr 1,February,21,21,2,Febth,1,2011,Day
1b30ec3bcb718d69a0b3a02c36113181,2011,Qtr 4,October,1,1,10,Octth,4,2011,Day
1b4ad6f2870d20368322123ed8553459,2011,Qtr 2,June,25,25,6,Junth,2,2011,Day
1b9e9a1c42d997d68923258c60ed20d5,2012,Qtr 2,April,29,29,4,Aprth,2,2012,Day
1ba7e8cdf85da6cf5e11554703236b52,2014,Qtr 1,January,3,3,1,Janth,1,2014,Day
1bc9f4b5f1c56b7e2d5b17c27dad280f,2012,Qtr 4,October,8,8,10,Octth,4,2012,Day
1c37e3540a186a26df97e1d816a180d8,2011,Qtr 1,March,14,14,3,Marth,1,2011,Day
1d0cd3f4d344a14526f6b36b1240748e,2011,Qtr 1,January,11,11,1,Janth,1,2011,Day
1d94ce9f1e285f2d6cb6680691aed781,2012,Qtr 3,August,5,5,8,Augth,3,2012,Day
1ec57de0d40386e4f2460c44e1041294,2011,Qtr 2,April,16,16,4,Aprth,2,2011,Day
1f46035fc72c89f13de95ed295e3f737,2011,Qtr 4,October,30,30,10,Octth,4,2011,Day
1f50dad3f1493a5cf408c4eb3987479e,2013,Qtr 1,March,31,31,3,Marth,1,2013,Day
1f760221df457e3dd3ffaf756be2b521,2011,Qtr 4,October,12,12,10,Octth,4,2011,Day
1faee5670542865e021595151379fe5c,2013,Qtr 4,November,12,12,11,Novth,4,2013,Day
202be13b3d9b1d0ed9abbfdb2f26a9a4,2011,Qtr 3,August,30,30,8,Augth,3,2011,Day
207f6c5125350a97b1a410dc655800f6,2012,Qtr 4,October,27,27,10,Octth,4,2012,Day
20b5e9ce0f87defd975a322149ec8cc6,2013,Qtr 1,January,28,28,1,Janth,1,2013,Day
20b851db79828c985958154243411278,2013,Qtr 1,February,1,1,2,Febth,1,2013,Day
20c1dd9f3b9a28a0588112859bcaf3dd,2011,Qtr 1,January,6,6,1,Janth,1,2011,Day
20d42f6cfcb5eda27dc59cfb68aa4732,2012,Qtr 2,June,21,21,6,Junth,2,2012,Day
2161780b6db40411111a69f18a2056bd,2011,Qtr 3,September,10,10,9,Septh,3,2011,Day
21a8a8728571572bbc42a5a3bdaf9f1c,2011,Qtr 2,April,22,22,4,Aprth,2,2011,Day
222037d3aa2a1c1520bb378c14db0565,2011,Qtr 3,July,29,29,7,Julth,3,2011,Day
2238742959ecea1cc6a6148c4f555b08,2012,Qtr 3,July,17,17,7,Julth,3,2012,Day
226d694fb4b7f71d62444f9528be8704,2013,Qtr 1,March,19,19,3,Marth,1,2013,Day
2296af5563b2061aa1d88124a37eecb7,2013,Qtr 3,September,29,29,9,Septh,3,2013,Day
22ba60942e58ccfed22ed8a64ec86aa3,2012,Qtr 3,August,26,26,8,Augth,3,2012,Day
22db51e448053c41a0b54d56c61806bc,2011,Qtr 1,February,24,24,2,Febth,1,2011,Day
2324aa49dea31d140d6701555edd756c,2012,Qtr 3,July,11,11,7,Julth,3,2012,Day
232e830f1ac667c081eaaca23cdf9b5f,2013,Qtr 3,August,30,30,8,Augth,3,2013,Day
235096cd6d16ea6b32ab3dfe3cd7fc1d,2011,Qtr 3,August,28,28,8,Augth,3,2011,Day
236684fb5e7041b0bce387092d87c3ea,2012,Qtr 2,May,24,24,5,Mayth,2,2012,Day
237af51ebd50812b99ed354c75c3e11d,2012,Qtr 1,January,13,13,1,Janth,1,2012,Day
239346f094c2e076937f49d33eb884e9,2012,Qtr 1,March,15,15,3,Marth,1,2012,Day
23a5b49ccc2da58997efec267bd20005,2011,Qtr 2,May,14,14,5,Mayth,2,2011,Day
23bd9a9b90557e9da7babfb8e3d2df22,2013,Qtr 3,August,19,19,8,Augth,3,2013,Day
23e53557c4c2300cb2511c53082467bb,2011,Qtr 4,December,28,28,12,Decth,4,2011,Day
23f22724b430320654759f8512440ebc,2013,Qtr 2,May,31,31,5,Mayth,2,2013,Day
244cede513841376c37dc856f2f5e7b9,2013,Qtr 2,June,2,2,6,Junth,2,2013,Day
254d832c83ccdb2c33eab65a4fd196ff,2013,Qtr 2,June,17,17,6,Junth,2,2013,Day
254f2678aa3e07c5a9451a18e28f2624,2012,Qtr 4,December,27,27,12,Decth,4,2012,Day
2587ddcd808fbd36ac5ceec2863ab2af,2011,Qtr 1,March,29,29,3,Marth,1,2011,Day
2650f1a188c472a9efa2a38091dbaa44,2011,Qtr 2,June,13,13,6,Junth,2,2011,Day
26614863fc843ef78880895407be81a2,2011,Qtr 2,May,5,5,5,Mayth,2,2011,Day
26bea7aeb1e663560418f8837927a87a,2011,Qtr 3,August,11,11,8,Augth,3,2011,Day
2707fbccd14f3db6d4c5aa0aeaa9d258,2011,Qtr 3,September,19,19,9,Septh,3,2011,Day
2736db866ea3366c10431df335770c4c,2011,Qtr 3,September,3,3,9,Septh,3,2011,Day
2766ca1bca285e813b134ddc2a2efa99,2012,Qtr 1,February,21,21,2,Febth,1,2012,Day
276d128fe3aa57f2302ada8154e97cc2,2011,Qtr 3,August,8,8,8,Augth,3,2011,Day
2797a91b25bc2aa85124c99bc574dc83,2013,Qtr 4,November,30,30,11,Novth,4,2013,Day
287c323e0efa1c1148232e905c3f7d34,2012,Qtr 4,October,1,1,10,Octth,4,2012,Day
288d3167bf0dc7676963fa7998052f54,2012,Qtr 1,January,19,19,1,Janth,1,2012,Day
28ba281a58dae2613cc89f9d101be807,2012,Qtr 4,November,20,20,11,Novth,4,2012,Day
28bccfdf72994294d98126fdf32256b0,2011,Qtr 2,June,22,22,6,Junth,2,2011,Day
290499d9b8e65db426ba9b842714eb6d,2013,Qtr 3,August,4,4,8,Augth,3,2013,Day
29811b471c7da705b519bb457273565b,2012,Qtr 2,April,9,9,4,Aprth,2,2012,Day
29f704a15c85c5c5a8ad8422095ae44c,2011,Qtr 3,August,26,26,8,Augth,3,2011,Day
2a4234d94b0d548e524e2871335265f0,2011,Qtr 3,August,27,27,8,Augth,3,2011,Day
2a6250d596353ea8d83850c77e8b9ad4,2011,Qtr 3,July,21,21,7,Julth,3,2011,Day
2a8c7f899adb0e29724a30c7fb9e8618,2012,Qtr 3,September,10,10,9,Septh,3,2012,Day
2b53375239b19c31e4947cc1033443c0,2012,Qtr 4,December,31,31,12,Decth,4,2012,Day
2bb3043229844628920922115ca2f967,2012,Qtr 2,June,20,20,6,Junth,2,2012,Day
2becb9647677a1a316b388bbad689580,2013,Qtr 3,July,14,14,7,Julth,3,2013,Day
2c9d527f6ea5c0d14748fcde2dc730c5,2012,Qtr 3,September,21,21,9,Septh,3,2012,Day
2d3821c62d6665c47296272022e338e1,2012,Qtr 4,November,23,23,11,Novth,4,2012,Day
2d6e054ac82934d489c58cc8399a1628,2013,Qtr 3,July,6,6,7,Julth,3,2013,Day
2e19cf4ec5f6b0d897c8d5b873a164e5,2011,Qtr 3,September,22,22,9,Septh,3,2011,Day
2e2f00bd76bf684c963392e80aa33f5c,2011,Qtr 3,September,1,1,9,Septh,3,2011,Day
2ed3972e38245b633ec6b146c2970148,2013,Qtr 3,July,19,19,7,Julth,3,2013,Day
2f0fa9e84e7c99cd5a1f2223c8504757,2011,Qtr 2,June,10,10,6,Junth,2,2011,Day
2f1c6881a8aee249301a33785404cd23,2012,Qtr 2,June,25,25,6,Junth,2,2012,Day
2f49cf3cf9904a79c666862bd2c9e3a1,2011,Qtr 1,March,25,25,3,Marth,1,2011,Day
2f58ddcb4c9f30e1ac2a6edb90189d95,2012,Qtr 2,June,8,8,6,Junth,2,2012,Day
2f6f8a5ec1c6c4b60d2ceb4eb5ad9c78,2012,Qtr 1,January,3,3,1,Janth,1,2012,Day
2fb09097185e604aaadbfde958fd6262,2014,Qtr 1,January,24,24,1,Janth,1,2014,Day
2fdcff2fdbe32f29016778bbf2d2634c,2011,Qtr 4,November,4,4,11,Novth,4,2011,Day
2fe1a028f9398deb2efcd536c8246fae,2013,Qtr 3,August,3,3,8,Augth,3,2013,Day
3032fcbd695819ad7b6723a9cd53f277,2012,Qtr 3,August,6,6,8,Augth,3,2012,Day
305c66634c155cab2b5cc3ce00351eb1,2013,Qtr 3,July,26,26,7,Julth,3,2013,Day
30aed1460184602b98a479b6418e474a,2012,Qtr 3,September,3,3,9,Septh,3,2012,Day
30df06c098f61f2e78c2d0edb6e1b65a,2012,Qtr 3,August,31,31,8,Augth,3,2012,Day
3143ce3c6436ed5bd25398756b7b661d,2013,Qtr 1,March,2,2,3,Marth,1,2013,Day
31c99d724c1f182c60edb82eb4740277,2013,Qtr 4,December,3,3,12,Decth,4,2013,Day
